GameID,PlayerKey,PlayerGame,Position,GameDist,CumulativeDist,StadiumType,FieldType,Weather,InjurySeverity
39671-7,39671,7,LB,1185.34,11154.06,Outdoor,Natural,Cloudy,0
39671-8,39671,8,LB,1638.96,12793.02,Outdoor,Natural,Rain,0
39671-9,39671,9,LB,1301.62,14094.64,Outdoor,Natural,Clear,0
39678-1,39678,1,DL,442.99,442.99,Outdoor,Natural,Clear,0
39678-10,39678,10,DL,249.96,4415.88,Indoor,Synthetic,Cloudy,0
39678-11,39678,11,DL,440.78,4856.66,Outdoor,Natural,Clear,0
39678-12,39678,12,DL,529.78,5386.4400000000005,Indoor,Synthetic,Clear,0
39678-13,39678,13,DL,536.08,5922.52,Indoor,Synthetic,Unknown,0
39678-2,39678,2,DL,9.46,452.45,Outdoor,Synthetic,Clear,4
39678-3,39678,3,DL,523.32,975.77,Outdoor,Synthetic,Cloudy,0
39678-4,39678,4,DL,317.64,1293.41,Outdoor,Synthetic,Rain,0
39678-5,39678,5,DL,471.41,1764.8200000000002,Outdoor,Natural,Cloudy,0
39678-6,39678,6,DL,517.27,2282.09,Indoor,Synthetic,Unknown,0
39678-7,39678,7,DL,648.86,2930.9500000000003,Outdoor,Synthetic,Cloudy,0
39678-8,39678,8,DL,642.96,3573.9100000000003,Indoor,Synthetic,Unknown,0
39678-9,39678,9,DL,592.01,4165.92,Indoor,Synthetic,Unknown,0
39680-1,39680,1,OL,2075.46,2075.46,Outdoor,Synthetic,Clear,0
39680-10,39680,10,OL,2214.49,18202.62,Unknown,Synthetic,PartlyCloudy,0
39680-11,39680,11,OL,1685.42,19888.04,Outdoor,Natural,PartlyCloudy,0
39680-12,39680,12,OL,1356.54,21244.58,Outdoor,Synthetic,Cloudy,0
39680-13,39680,13,OL,1954.13,23198.71,Outdoor,Natural,Clear,0
39680-14,39680,14,OL,1840.65,25039.36,Outdoor,Natural,Cloudy,0
39680-15,39680,15,OL,2037.87,27077.23,Outdoor,Natural,Cloudy,0
39680-16,39680,16,OL,1906.01,28983.24,Outdoor,Natural,Cloudy,0
39680-17,39680,17,OL,1677.72,30660.96,Unknown,Natural,Clear,0
39680-18,39680,18,OL,1422.11,32083.07,Outdoor,Natural,PartlyCloudy,0
39680-19,39680,19,OL,2114.81,34197.88,Outdoor,Natural,Clear,0
39680-2,39680,2,OL,1781.19,3856.65,Outdoor,Natural,Cloudy,0
39680-20,39680,20,OL,2152.79,36350.67,Outdoor,Natural,Cloudy,0
39680-21,39680,21,OL,1900.29,38250.96,Outdoor,Natural,Cloudy,0
39680-22,39680,22,OL,1608.36,39859.32,Outdoor,Synthetic,Cloudy,0
39680-23,39680,23,OL,2846.25,42705.57,Outdoor,Natural,Clear,0
39680-24,39680,24,OL,2033.68,44739.25,Outdoor,Natural,Clear,0
39680-25,39680,25,OL,1909.02,46648.27,Outdoor,Natural,Clear,0
39680-26,39680,26,OL,1556.5,48204.77,Outdoor,Natural,Clear,0
39680-27,39680,27,OL,2433.49,50638.26,Outdoor,Natural,Cloudy,0
39680-28,39680,28,OL,2062.12,52700.380000000005,Outdoor,Natural,Clear,0
39680-29,39680,29,OL,2659.41,55359.79,Outdoor,Natural,Clear,0
39680-3,39680,3,OL,1536.47,5393.12,Unknown,Natural,Clear,0
39680-30,39680,30,OL,1799.03,57158.82,Outdoor,Natural,Unknown,0
39680-31,39680,31,OL,1689.92,58848.74,Outdoor,Synthetic,Cloudy,0
39680-32,39680,32,OL,1470.51,60319.25,Outdoor,Natural,Clear,0
39680-4,39680,4,OL,1759.34,7152.46,Outdoor,Natural,Clear,0
39680-5,39680,5,OL,2367.27,9519.73,Unknown,Synthetic,PartlyCloudy,0
39680-6,39680,6,OL,1719.38,11239.11,Outdoor,Natural,Clear,0
39680-7,39680,7,OL,1644.53,12883.64,Outdoor,Natural,Cloudy,0
39680-8,39680,8,OL,1586.92,14470.56,Outdoor,Natural,Clear,0
39680-9,39680,9,OL,1517.57,15988.13,Indoor,Synthetic,Unknown,0
39702-1,39702,1,DL,1607.83,1607.83,Outdoor,Natural,Clear,0
39702-10,39702,10,DL,1049.64,12511.22,Outdoor,Synthetic,Clear,0
39702-11,39702,11,DL,959.49,13470.71,Outdoor,Natural,Clear,0
39702-12,39702,12,DL,1311.6,14782.31,Outdoor,Synthetic,Cloudy,0
39702-13,39702,13,DL,1496.88,16279.19,Outdoor,Natural,Cloudy,0
39702-14,39702,14,DL,1727.27,18006.46,Unknown,Synthetic,Cloudy,0
39702-15,39702,15,DL,1905.9,19912.36,Outdoor,Natural,PartlyCloudy,0
39702-16,39702,16,DL,1508.08,21420.44,Outdoor,Natural,Clear,0
39702-17,39702,17,DL,1680.14,23100.58,Indoor,Synthetic,PartlyCloudy,0
39702-18,39702,18,DL,2130.13,25230.71,Outdoor,Natural,Cloudy,0
39702-19,39702,19,DL,1933.31,27164.02,Outdoor,Natural,Cloudy,0
39702-2,39702,2,DL,1316.06,2923.89,Outdoor,Natural,Cloudy,0
39702-20,39702,20,DL,1470.56,28634.58,Outdoor,Natural,Cloudy,0
39702-21,39702,21,DL,1309.1,29943.68,Outdoor,Synthetic,Clear,0
39702-22,39702,22,DL,1247.63,31191.31,Outdoor,Natural,Clear,0
39702-23,39702,23,DL,1152.09,32343.4,Outdoor,Natural,Cloudy,0
39702-24,39702,24,DL,1184.55,33527.95,Outdoor,Natural,Cloudy,0
39702-25,39702,25,DL,523.22,34051.17,Outdoor,Natural,Cloudy,0
39702-26,39702,26,DL,614.6700000000001,34665.84,Outdoor,Natural,Rain,0
39702-27,39702,27,DL,766.52,35432.36,Indoor,Synthetic,Unknown,0
39702-28,39702,28,DL,2147.04,37579.4,Outdoor,Natural,Cloudy,0
39702-3,39702,3,DL,1369.62,4293.51,Outdoor,Natural,Clear,0
39702-4,39702,4,DL,1172.53,5466.04,Unknown,Natural,Clear,0
39702-5,39702,5,DL,1191.91,6657.95,Outdoor,Natural,Rain,0
39702-6,39702,6,DL,1248.93,7906.88,Outdoor,Natural,Cloudy,0
39702-7,39702,7,DL,1026.49,8933.369999999999,Outdoor,Natural,Cloudy,0
39702-8,39702,8,DL,1197.63,10131.0,Outdoor,Natural,Rain,0
39702-9,39702,9,DL,1330.58,11461.58,Outdoor,Natural,Cloudy,0
39715-1,39715,1,DL,2525.74,2525.74,Indoor,Synthetic,Unknown,0
39715-10,39715,10,DL,2200.0,18705.81,Unknown,Synthetic,Cloudy,0
39715-11,39715,11,DL,2362.89,21068.7,Indoor,Natural,Clear,0
39715-12,39715,12,DL,1852.02,22920.72,Unknown,Synthetic,PartlyCloudy,0
39715-13,39715,13,DL,1762.57,24683.29,Unknown,Synthetic,Rain,0
39715-14,39715,14,DL,1814.37,26497.66,Outdoor,Synthetic,PartlyCloudy,0
39715-15,39715,15,DL,1974.3,28471.96,Unknown,Synthetic,Cloudy,0
39715-16,39715,16,DL,1876.46,30348.42,Outdoor,Natural,Cloudy,0
39715-17,39715,17,DL,1838.17,32186.59,Unknown,Synthetic,Cloudy,0
39715-18,39715,18,DL,2003.76,34190.35,Outdoor,Natural,Clear,0
39715-19,39715,19,DL,2629.9,36820.25,Unknown,Synthetic,Cloudy,0
39715-2,39715,2,DL,2148.06,4673.8,Unknown,Synthetic,Cloudy,0
39715-20,39715,20,DL,2195.19,39015.44,Outdoor,Natural,Cloudy,0
39715-21,39715,21,DL,1679.95,40695.39,Unknown,Synthetic,Rain,0
39715-22,39715,22,DL,2240.92,42936.31,Indoor,Synthetic,Cloudy,0
39715-23,39715,23,DL,1846.58,44782.89,Unknown,Synthetic,Cloudy,0
39715-3,39715,3,DL,1741.62,6415.42,Outdoor,Natural,Clear,0
39715-4,39715,4,DL,657.58,7073.0,Outdoor,Natural,Cloudy,0
39715-5,39715,5,DL,1758.58,8831.58,Outdoor,Natural,Clear,0
39715-6,39715,6,DL,2079.44,10911.02,Unknown,Synthetic,PartlyCloudy,0
39715-7,39715,7,DL,1763.99,12675.01,Outdoor,Natural,Clear,0
39715-8,39715,8,DL,1802.81,14477.82,Outdoor,Natural,Clear,0
39715-9,39715,9,DL,2027.99,16505.81,Unknown,Synthetic,Clear,0
39731-1,39731,1,QB,199.3,199.3,Outdoor,Natural,Rain,0
39731-10,39731,10,QB,1738.83,11531.25,Outdoor,Natural,Cloudy,0
39731-11,39731,11,QB,1644.54,13175.79,Outdoor,Natural,Clear,0
39731-12,39731,12,QB,1557.92,14733.71,Outdoor,Natural,Clear,0
39731-2,39731,2,QB,389.58,588.88,Outdoor,Natural,Cloudy,0
39731-3,39731,3,QB,159.19,748.0699999999999,Outdoor,Natural,Clear,0
39731-4,39731,4,QB,526.24,1274.31,Outdoor,Natural,Cloudy,0
39731-5,39731,5,QB,1980.0,3254.31,Unknown,Synthetic,Cloudy,0
39731-6,39731,6,QB,1936.41,5190.72,Outdoor,Natural,PartlyCloudy,0
39731-7,39731,7,QB,443.78,5634.5,Outdoor,Natural,Clear,0
39731-8,39731,8,QB,1784.8,7419.3,Outdoor,Natural,Cloudy,0
39731-9,39731,9,QB,2373.12,9792.42,Outdoor,Natural,Cloudy,0
39748-1,39748,1,LB,2692.87,2692.87,Outdoor,Natural,Clear,0
39748-10,39748,10,LB,2292.83,23836.12,Outdoor,Synthetic,Clear,0
39748-11,39748,11,LB,1986.12,25822.24,Outdoor,Natural,Clear,0
39748-12,39748,12,LB,2474.58,28296.82,Outdoor,Synthetic,Cloudy,0
39748-13,39748,13,LB,2675.78,30972.6,Outdoor,Natural,Cloudy,0
39748-14,39748,14,LB,3306.09,34278.69,Unknown,Synthetic,Cloudy,0
39748-15,39748,15,LB,2865.8,37144.49,Outdoor,Natural,PartlyCloudy,0
39748-16,39748,16,LB,1792.02,38936.51,Outdoor,Natural,Cloudy,0
39748-17,39748,17,LB,1716.51,40653.02,Outdoor,Natural,Rain,0
39748-18,39748,18,LB,2367.38,43020.4,Outdoor,Natural,Clear,0
39748-19,39748,19,LB,2163.67,45184.07,Outdoor,Natural,PartlyCloudy,0
39748-2,39748,2,LB,2453.21,5146.08,Outdoor,Natural,Cloudy,0
39748-20,39748,20,LB,2116.47,47300.54,Unknown,Synthetic,Rain,0
39748-21,39748,21,LB,2225.6,49526.14,Outdoor,Natural,PartlyCloudy,0
39748-22,39748,22,LB,2087.91,51614.05,Outdoor,Natural,PartlyCloudy,0
39748-23,39748,23,LB,2455.32,54069.37,Outdoor,Natural,Clear,0
39748-24,39748,24,LB,2395.67,56465.04,Indoor,Synthetic,Indoor,0
39748-25,39748,25,LB,2591.0,59056.04,Outdoor,Natural,Clear,0
39748-26,39748,26,LB,1958.67,61014.71,Outdoor,Natural,Cloudy,0
39748-27,39748,27,LB,3644.83,64659.54,Indoor,Synthetic,Unknown,0
39748-28,39748,28,LB,2943.76,67603.3,Outdoor,Natural,Cloudy,0
39748-29,39748,29,LB,2541.41,70144.71,Outdoor,Natural,Clear,0
39748-3,39748,3,LB,2195.38,7341.46,Outdoor,Natural,Clear,0
39748-30,39748,30,LB,1839.17,71983.88,Outdoor,Natural,Clear,0
39748-4,39748,4,LB,2234.32,9575.78,Unknown,Natural,Clear,0
39748-5,39748,5,LB,1790.13,11365.91,Outdoor,Natural,Rain,0
39748-6,39748,6,LB,2534.94,13900.85,Outdoor,Natural,Cloudy,0
39748-7,39748,7,LB,2560.75,16461.6,Outdoor,Natural,Cloudy,0
39748-8,39748,8,LB,2737.45,19199.05,Outdoor,Natural,Rain,0
39748-9,39748,9,LB,2344.24,21543.29,Outdoor,Natural,Cloudy,0
39771-1,39771,1,TE,1727.66,1727.66,Indoor,Synthetic,Unknown,0
39771-10,39771,10,TE,2218.45,18369.91,Unknown,Synthetic,PartlyCloudy,0
39771-11,39771,11,TE,1370.96,19740.870000000003,Outdoor,Natural,Clear,0
39771-12,39771,12,TE,1985.2,21726.07,Outdoor,Natural,Clear,0
39771-13,39771,13,TE,2188.34,23914.41,Unknown,Synthetic,Clear,0
39771-14,39771,14,TE,1311.89,25226.3,Unknown,Synthetic,Cloudy,0
39771-15,39771,15,TE,2539.91,27766.21,Indoor,Natural,Clear,0
39771-16,39771,16,TE,2588.01,30354.22,Unknown,Synthetic,PartlyCloudy,0
39771-17,39771,17,TE,1392.5,31746.72,Unknown,Synthetic,Rain,0
39771-18,39771,18,TE,1377.0,33123.72,Indoor,Synthetic,Unknown,0
39771-19,39771,19,TE,2388.26,35511.98,Unknown,Synthetic,PartlyCloudy,0
39771-2,39771,2,TE,1649.85,3377.51,Unknown,Synthetic,Cloudy,0
39771-20,39771,20,TE,2379.12,37891.1,Unknown,Synthetic,PartlyCloudy,0
39771-21,39771,21,TE,2160.75,40051.85,Outdoor,Natural,Cloudy,0
39771-22,39771,22,TE,1130.53,41182.380000000005,Outdoor,Synthetic,PartlyCloudy,0
39771-23,39771,23,TE,1065.58,42247.96,Unknown,Synthetic,Cloudy,0
39771-24,39771,24,TE,1035.02,43282.98,Outdoor,Natural,Cloudy,0
39771-25,39771,25,TE,1706.97,44989.95,Unknown,Synthetic,Cloudy,0
39771-26,39771,26,TE,2537.47,47527.42,Outdoor,Natural,Clear,0
39771-27,39771,27,TE,2805.43,50332.85,Unknown,Synthetic,Cloudy,0
39771-28,39771,28,TE,1547.53,51880.38,Outdoor,Natural,Cloudy,0
39771-29,39771,29,TE,890.4200000000001,52770.8,Unknown,Synthetic,Rain,0
39771-3,39771,3,TE,1175.34,4552.85,Outdoor,Natural,Clear,0
39771-30,39771,30,TE,1000.59,53771.39,Indoor,Synthetic,Cloudy,0
39771-4,39771,4,TE,1769.89,6322.74,Outdoor,Natural,Cloudy,0
39771-5,39771,5,TE,2802.26,9125.0,Unknown,Synthetic,Cloudy,0
39771-6,39771,6,TE,1879.99,11004.99,Outdoor,Natural,Clear,0
39771-7,39771,7,TE,1852.62,12857.61,Unknown,Synthetic,PartlyCloudy,0
39771-8,39771,8,TE,2099.36,14956.97,Unknown,Synthetic,Cloudy,0
39771-9,39771,9,TE,1194.49,16151.46,Outdoor,Natural,Clear,0
39786-1,39786,1,CB,3834.89,3834.89,Outdoor,Natural,Clear,0
39786-10,39786,10,CB,2608.71,27378.57,Outdoor,Synthetic,Unknown,0
39786-11,39786,11,CB,3517.57,30896.14,Unknown,Natural,PartlyCloudy,0
39786-12,39786,12,CB,3607.88,34504.020000000004,Outdoor,Natural,Cloudy,0
39786-13,39786,13,CB,3029.39,37533.41,Outdoor,Natural,Cloudy,0
39786-14,39786,14,CB,2696.09,40229.5,Unknown,Synthetic,PartlyCloudy,0
39786-15,39786,15,CB,2597.85,42827.35,Indoor,Natural,Indoor,0
39786-16,39786,16,CB,2407.67,45235.02,Outdoor,Natural,Cloudy,0
39786-17,39786,17,CB,3147.98,48383.0,Outdoor,Natural,Rain,0
39786-18,39786,18,CB,2721.71,51104.71,Indoor,Synthetic,PartlyCloudy,0
39786-19,39786,19,CB,2730.81,53835.52,Outdoor,Natural,Cloudy,0
39786-2,39786,2,CB,2406.57,6241.46,Outdoor,Natural,Cloudy,0
39786-20,39786,20,CB,3662.03,57497.55,Outdoor,Natural,Clear,0
39786-21,39786,21,CB,2979.92,60477.47,Unknown,Synthetic,Cloudy,0
39786-22,39786,22,CB,3526.66,64004.13,Outdoor,Natural,Clear,0
39786-23,39786,23,CB,3362.36,67366.49,Outdoor,Natural,Clear,0
39786-24,39786,24,CB,3237.14,70603.63,Outdoor,Natural,Cloudy,0
39786-25,39786,25,CB,3209.48,73813.11,Indoor,Synthetic,Unknown,0
39786-26,39786,26,CB,3626.63,77439.74,Outdoor,Natural,Cloudy,0
39786-27,39786,27,CB,2822.21,80261.95,Outdoor,Natural,Cloudy,0
39786-28,39786,28,CB,2500.29,82762.24,Outdoor,Natural,PartlyCloudy,0
39786-29,39786,29,CB,2745.59,85507.83,Outdoor,Natural,Clear,0
39786-3,39786,3,CB,2415.29,8656.75,Outdoor,Natural,Clear,0
39786-30,39786,30,CB,3243.88,88751.71,Outdoor,Natural,Clear,0
39786-4,39786,4,CB,1102.44,9759.19,Outdoor,Natural,Clear,0
39786-5,39786,5,CB,3480.99,13240.18,Outdoor,Natural,Rain,0
39786-6,39786,6,CB,3843.82,17084.0,Outdoor,Synthetic,Rain,0
39786-7,39786,7,CB,2551.87,19635.87,Outdoor,Natural,Cloudy,0
39786-8,39786,8,CB,3135.01,22770.88,Indoor,Synthetic,Clear,0
39786-9,39786,9,CB,1998.98,24769.86,Outdoor,Natural,Clear,0
39794-1,39794,1,OL,1017.83,1017.83,Indoor,Synthetic,Indoor,0
39794-10,39794,10,OL,194.19,9797.47,Indoor,Synthetic,Clear,0
39794-11,39794,11,OL,773.69,10571.16,Outdoor,Natural,Clear,0
39794-12,39794,12,OL,1519.84,12091.0,Indoor,Synthetic,Clear,0
39794-13,39794,13,OL,430.38,12521.38,Indoor,Synthetic,Cloudy,0
39794-14,39794,14,OL,1766.67,14288.05,Indoor,Synthetic,Unknown,0
39794-15,39794,15,OL,898.74,15186.79,Indoor,Synthetic,Clear,0
39794-16,39794,16,OL,1594.28,16781.07,Outdoor,Natural,Clear,0
39794-17,39794,17,OL,1671.07,18452.14,Outdoor,Synthetic,Cloudy,0
39794-18,39794,18,OL,1910.06,20362.2,Outdoor,Natural,Cloudy,0
39794-19,39794,19,OL,1754.6,22116.8,Outdoor,Synthetic,Clear,0
39794-2,39794,2,OL,1528.03,2545.86,Indoor,Synthetic,PartlyCloudy,0
39794-20,39794,20,OL,2084.38,24201.18,Unknown,Synthetic,PartlyCloudy,0
39794-21,39794,21,OL,1845.09,26046.27,Unknown,Synthetic,PartlyCloudy,0
39794-22,39794,22,OL,1288.18,27334.45,Unknown,Natural,Unknown,0
39794-23,39794,23,OL,1689.74,29024.19,Unknown,Synthetic,Cloudy,0
39794-24,39794,24,OL,1563.62,30587.81,Outdoor,Natural,Cloudy,0
39794-25,39794,25,OL,540.38,31128.19,Outdoor,Natural,Cloudy,0
39794-26,39794,26,OL,1373.79,32501.98,Unknown,Synthetic,Clear,0
39794-27,39794,27,OL,1927.93,34429.91,Unknown,Synthetic,Clear,0
39794-28,39794,28,OL,1860.16,36290.07,Unknown,Synthetic,Cloudy,0
39794-29,39794,29,OL,1266.88,37556.95,Outdoor,Synthetic,Cloudy,0
39794-3,39794,3,OL,1351.12,3896.98,Outdoor,Natural,Clear,0
39794-30,39794,30,OL,90.9,37647.85,Outdoor,Natural,Clear,0
39794-31,39794,31,OL,1764.66,39412.51,Unknown,Synthetic,Rain,0
39794-4,39794,4,OL,488.56,4385.54,Outdoor,Natural,Unknown,0
39794-5,39794,5,OL,315.78,4701.32,Indoor,Synthetic,Cloudy,0
39794-6,39794,6,OL,1210.2,5911.52,Outdoor,Natural,Rain,0
39794-7,39794,7,OL,1829.89,7741.41,Indoor,Synthetic,Clear,0
39794-8,39794,8,OL,1373.22,9114.63,Indoor,Synthetic,PartlyCloudy,0
39794-9,39794,9,OL,488.65,9603.28,Outdoor,Synthetic,Cloudy,0
39809-1,39809,1,WR,2897.91,2897.91,Indoor,Synthetic,Indoor,0
39809-10,39809,10,WR,2439.48,29913.1,Outdoor,Natural,PartlyCloudy,0
39809-11,39809,11,WR,2661.21,32574.31,Indoor,Synthetic,Indoor,0
39809-12,39809,12,WR,2478.0,35052.31,Outdoor,Natural,PartlyCloudy,0
39809-13,39809,13,WR,3254.76,38307.07,Outdoor,Natural,Clear,0
39809-14,39809,14,WR,3020.59,41327.66,Indoor,Synthetic,Indoor,0
39809-15,39809,15,WR,2492.79,43820.45,Outdoor,Synthetic,PartlyCloudy,0
39809-16,39809,16,WR,2587.68,46408.13,Indoor,Synthetic,Indoor,0
39809-17,39809,17,WR,2521.48,48929.61,Indoor,Synthetic,Indoor,0
39809-18,39809,18,WR,4023.67,52953.28,Outdoor,Natural,Clear,0
39809-19,39809,19,WR,3081.72,56035.0,Indoor,Synthetic,Indoor,0
39809-2,39809,2,WR,2987.34,5885.25,Unknown,Synthetic,Cloudy,0
39809-20,39809,20,WR,2777.93,58812.93,Indoor,Synthetic,Unknown,0
39809-21,39809,21,WR,2868.6,61681.53,Indoor,Synthetic,Indoor,0
39809-22,39809,22,WR,2960.85,64642.38,Outdoor,Natural,PartlyCloudy,0
39809-23,39809,23,WR,2825.11,67467.49,Indoor,Synthetic,Unknown,0
39809-24,39809,24,WR,3025.85,70493.34,Indoor,Synthetic,Indoor,0
39809-25,39809,25,WR,2021.69,72515.03,Outdoor,Natural,PartlyCloudy,0
39809-3,39809,3,WR,3409.45,9294.7,Indoor,Synthetic,Indoor,0
39809-4,39809,4,WR,2986.32,12281.02,Indoor,Synthetic,Indoor,0
39809-5,39809,5,WR,2840.77,15121.79,Indoor,Synthetic,Indoor,0
39809-6,39809,6,WR,3976.52,19098.31,Indoor,Synthetic,Cloudy,0
39809-7,39809,7,WR,2908.91,22007.22,Indoor,Synthetic,Indoor,0
39809-8,39809,8,WR,2663.86,24671.08,Outdoor,Natural,Cloudy,0
39809-9,39809,9,WR,2802.54,27473.62,Indoor,Synthetic,Indoor,0
39836-1,39836,1,OL,1594.82,1594.82,Outdoor,Natural,Clear,0
39836-10,39836,10,OL,858.72,7965.49,Indoor,Synthetic,Indoor,0
39836-11,39836,11,OL,1660.38,9625.87,Indoor,Synthetic,Indoor,0
39836-12,39836,12,OL,1494.93,11120.8,Indoor,Synthetic,Indoor,0
39836-13,39836,13,OL,1922.64,13043.44,Outdoor,Natural,PartlyCloudy,0
39836-14,39836,14,OL,1189.59,14233.03,Indoor,Synthetic,Indoor,0
39836-15,39836,15,OL,2118.92,16351.95,Outdoor,Natural,Clear,0
39836-16,39836,16,OL,1733.11,18085.06,Outdoor,Natural,PartlyCloudy,0
39836-17,39836,17,OL,1474.15,19559.21,Indoor,Synthetic,Indoor,0
39836-18,39836,18,OL,235.68,19794.89,Outdoor,Synthetic,Cloudy,0
39836-19,39836,19,OL,765.63,20560.52,Outdoor,Natural,PartlyCloudy,0
39836-2,39836,2,OL,607.66,2202.48,Outdoor,Natural,Clear,0
39836-20,39836,20,OL,1404.26,21964.78,Indoor,Synthetic,Indoor,0
39836-21,39836,21,OL,1564.93,23529.71,Outdoor,Synthetic,Cloudy,0
39836-22,39836,22,OL,1498.75,25028.46,Outdoor,Synthetic,Cloudy,0
39836-23,39836,23,OL,1501.62,26530.08,Indoor,Synthetic,Indoor,0
39836-24,39836,24,OL,1162.76,27692.84,Indoor,Synthetic,Indoor,0
39836-25,39836,25,OL,1332.52,29025.36,Indoor,Synthetic,Indoor,0
39836-3,39836,3,OL,16.41,2218.89,Outdoor,Natural,Cloudy,0
39836-4,39836,4,OL,29.73,2248.62,Outdoor,Natural,PartlyCloudy,0
39836-5,39836,5,OL,146.52,2395.14,Outdoor,Natural,PartlyCloudy,0
39836-6,39836,6,OL,107.21,2502.35,Outdoor,Natural,Cloudy,0
39836-7,39836,7,OL,1641.58,4143.93,Indoor,Synthetic,Clear,0
39836-8,39836,8,OL,491.07,4635.0,Outdoor,Natural,Clear,0
39836-9,39836,9,OL,2471.77,7106.77,Outdoor,Synthetic,PartlyCloudy,0
39850-1,39850,1,S,1612.16,1612.16,Outdoor,Synthetic,Clear,0
39850-10,39850,10,S,1407.24,12084.08,Outdoor,Synthetic,Cloudy,0
39850-11,39850,11,S,912.14,12996.22,Outdoor,Natural,Rain,0
39850-12,39850,12,S,596.47,13592.69,Indoor,Synthetic,Indoor,0
39850-13,39850,13,S,1511.88,15104.57,Outdoor,Synthetic,Clear,0
39850-14,39850,14,S,1605.87,16710.44,Outdoor,Synthetic,PartlyCloudy,0
39850-15,39850,15,S,1299.48,18009.92,Outdoor,Synthetic,Cloudy,0
39850-16,39850,16,S,1828.97,19838.89,Outdoor,Natural,Clear,0
39850-17,39850,17,S,1248.1,21086.99,Outdoor,Synthetic,PartlyCloudy,0
39850-18,39850,18,S,1438.38,22525.37,Outdoor,Synthetic,Clear,0
39850-19,39850,19,S,1512.71,24038.08,Outdoor,Natural,Clear,0
39850-2,39850,2,S,1175.55,2787.71,Outdoor,Synthetic,Clear,0
39850-20,39850,20,S,1172.36,25210.44,Outdoor,Synthetic,Cloudy,0
39850-21,39850,21,S,1091.15,26301.59,Outdoor,Natural,PartlyCloudy,0
39850-22,39850,22,S,963.36,27264.95,Outdoor,Natural,Cloudy,0
39850-23,39850,23,S,1680.11,28945.06,Outdoor,Synthetic,Clear,0
39850-24,39850,24,S,1118.84,30063.9,Outdoor,Synthetic,Clear,0
39850-3,39850,3,S,1478.51,4266.22,Outdoor,Natural,Clear,0
39850-4,39850,4,S,1392.38,5658.6,Outdoor,Synthetic,Cloudy,0
39850-5,39850,5,S,1122.49,6781.09,Outdoor,Synthetic,Cloudy,0
39850-6,39850,6,S,1358.37,8139.46,Outdoor,Synthetic,Rain,0
39850-7,39850,7,S,1345.63,9485.09,Outdoor,Natural,PartlyCloudy,0
39850-8,39850,8,S,1101.72,10586.81,Outdoor,Natural,Clear,0
39850-9,39850,9,S,90.03,10676.84,Outdoor,Synthetic,PartlyCloudy,4
39873-1,39873,1,LB,1045.63,1045.63,Indoor,Synthetic,PartlyCloudy,0
39873-10,39873,10,LB,1987.49,12576.45,Unknown,Synthetic,Rain,0
39873-11,39873,11,LB,1272.12,13848.57,Outdoor,Synthetic,PartlyCloudy,0
39873-12,39873,12,LB,2112.9,15961.47,Unknown,Synthetic,Cloudy,0
39873-13,39873,13,LB,1291.24,17252.71,Outdoor,Natural,Cloudy,0
39873-14,39873,14,LB,1257.47,18510.18,Unknown,Synthetic,Cloudy,0
39873-15,39873,15,LB,1047.24,19557.42,Outdoor,Natural,Clear,0
39873-16,39873,16,LB,1923.22,21480.64,Unknown,Synthetic,Cloudy,0
39873-17,39873,17,LB,1672.76,23153.4,Outdoor,Natural,Cloudy,0
39873-18,39873,18,LB,1179.34,24332.74,Unknown,Synthetic,Rain,0
39873-19,39873,19,LB,982.2,25314.94,Indoor,Synthetic,Cloudy,0
39873-2,39873,2,LB,955.29,2000.92,Outdoor,Natural,Clear,0
39873-20,39873,20,LB,1043.54,26358.48,Unknown,Synthetic,Cloudy,0
39873-3,39873,3,LB,926.6,2927.52,Outdoor,Natural,Unknown,0
39873-4,39873,4,LB,1876.53,4804.05,Indoor,Synthetic,Cloudy,4
39873-5,39873,5,LB,1238.41,6042.46,Unknown,Synthetic,Rain,0
39873-6,39873,6,LB,1081.43,7123.89,Indoor,Synthetic,Unknown,0
39873-7,39873,7,LB,1324.13,8448.02,Unknown,Synthetic,PartlyCloudy,0
39873-8,39873,8,LB,1164.75,9612.77,Unknown,Synthetic,PartlyCloudy,0
39873-9,39873,9,LB,976.19,10588.96,Outdoor,Natural,Cloudy,0
39956-1,39956,1,S,3402.67,3402.67,Outdoor,Natural,Clear,0
39956-10,39956,10,S,2604.14,25825.63,Outdoor,Natural,Clear,0
39956-11,39956,11,S,2515.61,28341.24,Outdoor,Synthetic,Cloudy,0
39956-12,39956,12,S,3004.24,31345.48,Outdoor,Natural,Cloudy,0
39956-13,39956,13,S,3345.42,34690.9,Unknown,Synthetic,Cloudy,0
39956-14,39956,14,S,3470.69,38161.59,Outdoor,Natural,PartlyCloudy,0
39956-15,39956,15,S,3140.0,41301.59,Outdoor,Natural,Cloudy,0
39956-16,39956,16,S,2741.37,44042.96,Outdoor,Natural,Cloudy,0
39956-17,39956,17,S,1768.79,45811.75,Outdoor,Natural,Rain,0
39956-2,39956,2,S,609.83,4012.5,Outdoor,Natural,Cloudy,2
39956-3,39956,3,S,2432.9,6445.4,Unknown,Natural,Clear,0
39956-4,39956,4,S,2491.84,8937.24,Outdoor,Natural,Rain,0
39956-5,39956,5,S,2822.87,11760.11,Outdoor,Natural,Cloudy,0
39956-6,39956,6,S,2982.75,14742.86,Outdoor,Natural,Cloudy,0
