GameID,GameDist,CumulativeDist
36877-25,3385.06,59505.0
36877-26,3512.36,63017.36
36877-27,2825.48,65842.84
36877-28,2828.4,68671.24
36877-29,2412.63,71083.87
36877-30,2142.42,73226.29000000001
37068-1,2192.12,2192.12
37068-2,2253.75,4445.87
37068-3,2753.72,7199.59
37068-4,2120.98,9320.57
37068-5,2427.58,11748.15
37068-6,1979.91,13728.06
37068-7,1177.14,14905.2
37068-8,2315.2,17220.4
37068-9,2494.23,19714.63
37068-10,2238.2,21952.829999999998
37068-11,2350.64,24303.47
37068-12,2470.01,26773.48
37068-13,1256.6100000000001,28030.09
37068-14,1746.8,29776.89
37068-15,1314.71,31091.6
37068-16,468.55,31560.15
37068-17,1058.0,32618.15
37068-18,1858.07,34476.22
37068-19,1142.59,35618.81
37068-20,1358.23,36977.04
37068-21,1341.0,38318.04
37068-22,1270.63,39588.67
37068-23,1273.87,40862.54
37068-24,1475.9,42338.44
37068-25,853.15,43191.59
37188-1,607.4,607.4
37188-2,924.2,1531.6
37188-3,603.4399999999999,2135.04
37188-4,842.78,2977.8199999999997
37188-5,846.2,3824.02
37188-6,957.12,4781.14
37188-7,671.91,5453.05
37188-8,1099.0,6552.05
37188-9,620.65,7172.7
37188-10,1171.64,8344.34
37188-11,509.19,8853.53
37188-12,639.0,9492.53
37188-13,1397.03,10889.56
37188-14,1068.83,11958.39
37188-15,1460.83,13419.22
37188-16,792.69,14211.91
38192-1,1912.73,1912.73
38192-2,2053.56,3966.29
38192-3,3208.73,7175.02
38192-4,598.55,7773.57
38192-5,1801.2,9574.77
38192-6,2310.75,11885.52
38192-7,2740.97,14626.49
38192-8,1931.41,16557.9
38192-9,1955.23,18513.13
38192-10,2436.36,20949.489999999998
38192-11,2218.01,23167.5
38192-12,1851.54,25019.04
38192-13,2634.75,27653.79
38192-14,2759.08,30412.87
38192-15,2923.12,33335.99
38192-16,2367.0,35702.99
38192-17,2921.81,38624.8
38192-18,2138.57,40763.37
38192-19,2753.71,43517.08
38192-20,2269.85,45786.93
38192-21,2349.52,48136.45
38192-22,2449.9700000000003,50586.42
38192-23,2341.48,52927.9
38192-24,2951.08,55878.98
38192-25,2911.62,58790.6
38192-26,2080.2400000000002,60870.84
38192-27,2849.54,63720.38
38192-28,1784.9,65505.28
38192-29,2520.06,68025.34
38192-30,1248.15,69273.49
38192-31,1115.8500000000001,70389.34
38192-32,2662.39,73051.73
38213-1,2253.14,2253.14
38213-2,3267.7,5520.84
38213-3,2215.6,7736.44
38213-4,2254.27,9990.71
38213-5,393.09,10383.8
38213-6,2654.24,13038.039999999999
38213-7,1644.53,14682.57
38213-8,2540.81,17223.379999999997
38213-9,1301.29,18524.67
38213-10,2124.4,20649.07
38213-11,2082.75,22731.82
38213-12,770.59,23502.41
38213-13,1718.09,25220.5
38213-14,1321.3400000000001,26541.84
38213-15,2426.06,28967.899999999998
38213-16,2136.21,31104.11
38213-17,2240.89,33345.0
38213-18,1688.5,35033.5
38213-19,1984.68,37018.18
38213-20,1840.4,38858.58
38213-21,3864.75,42723.33
38213-22,1217.45,43940.78
38213-23,2114.32,46055.1
38213-24,2074.95,48130.05
38214-1,966.76,966.76
38214-2,1234.7,2201.46
38214-3,779.51,2980.9700000000003
38214-4,1174.21,4155.18
38214-5,1718.19,5873.37
38214-6,1603.14,7476.51
38214-7,987.1600000000001,8463.67
38214-8,841.59,9305.26
38214-9,1264.74,10570.0
38214-10,968.27,11538.27
38214-11,1158.45,12696.720000000001
38214-12,946.96,13643.68
38214-13,1024.63,14668.310000000001
38214-14,1353.45,16021.76
38214-15,823.94,16845.7
38214-16,1019.1700000000001,17864.870000000003
38214-17,983.74,18848.61
38214-18,881.63,19730.24
38214-19,648.22,20378.46
38214-20,878.51,21256.97
38214-21,1209.26,22466.23
38214-22,835.45,23301.68
38214-23,822.99,24124.670000000002
38214-24,731.14,24855.81
38214-25,893.65,25749.46
38214-26,794.77,26544.23
38214-27,897.4399999999999,27441.670000000002
38214-28,509.71999999999997,27951.39
38228-1,310.3,310.3
38228-2,1516.88,1827.18
38228-3,1673.95,3501.13
38228-4,1037.74,4538.87
38228-5,1291.58,5830.45
38228-6,1662.8500000000001,7493.3
38228-7,1795.48,9288.78
38228-8,1010.38,10299.16
38228-9,1355.0,11654.16
38228-10,2309.33,13963.49
38228-11,675.01,14638.5
38228-12,1665.05,16303.55
38228-13,1741.04,18044.59
38228-14,1264.37,19308.96
38228-15,921.16,20230.12
38228-16,1021.34,21251.46
38228-17,1390.28,22641.74
38228-18,1460.29,24102.03
38228-19,1472.18,25574.21
38228-20,967.31,26541.52
38228-21,1068.84,27610.36
38228-22,1017.3,28627.66
38228-23,830.27,29457.93
38228-24,1450.66,30908.59
38228-25,880.5,31789.09
38252-1,2951.37,2951.37
38252-2,1997.76,4949.13
38252-3,1248.52,6197.65
38252-4,2350.38,8548.029999999999
38252-5,2158.51,10706.54
38252-6,2203.13,12909.67
38252-7,2054.58,14964.25
38252-8,1555.53,16519.78
38252-9,1905.59,18425.37
38252-10,1717.01,20142.38
38252-11,1992.48,22134.86
38252-12,2257.68,24392.54
38252-13,2176.47,26569.01
38252-14,2602.42,29171.43
38252-15,2675.23,31846.66
38252-16,2467.5,34314.16
38252-17,3731.61,38045.77
38252-18,3226.18,41271.95
38252-19,959.41,42231.36
38252-20,2403.81,44635.17
38252-21,2557.08,47192.25
38252-22,2092.51,49284.76
38252-23,2174.99,51459.75
38252-24,2158.7000000000003,53618.45
38253-1,1417.8700000000001,1417.8700000000001
38253-2,875.1700000000001,2293.04
38253-3,678.03,2971.07
38253-4,883.6,3854.67
38253-5,989.22,4843.89
38253-6,921.13,5765.02
38253-7,1282.55,7047.57
38253-8,1119.15,8166.72
38253-9,950.22,9116.94
38253-10,343.11,9460.050000000001
38253-11,340.45,9800.5
38253-12,728.51,10529.01
38253-13,1058.01,11587.02
38253-14,919.63,12506.65
38253-15,1111.87,13618.52
38253-16,722.96,14341.48
38253-17,945.69,15287.17
38253-18,1070.76,16357.93
38253-19,736.98,17094.91
38253-20,655.84,17750.75
38253-21,413.09000000000003,18163.84
38253-22,382.49,18546.33
38253-23,629.18,19175.51
38253-24,730.34,19905.85
38253-25,583.3000000000001,20489.15
38259-1,1749.69,1749.69
38259-2,1179.49,2929.1800000000003
38259-3,2048.01,4977.1900000000005
38259-4,731.38,5708.570000000001
38259-5,1419.71,7128.280000000001
38259-6,1618.29,8746.57
38259-7,1267.09,10013.66
38259-8,1309.73,11323.390000000001
38259-9,3014.03,14337.420000000002
38259-10,1697.83,16035.25
38259-11,1126.14,17161.39
38259-12,1234.29,18395.68
38259-13,1914.73,20310.41
38259-14,1393.31,21703.72
38259-15,1642.41,23346.13
38274-1,1828.72,1828.72
38274-2,2172.39,4001.1099999999997
38274-3,1767.32,5768.43
38274-4,973.32,6741.75
38274-5,1376.18,8117.93
38274-6,1469.57,9587.5
38274-7,1842.32,11429.82
38274-8,1459.41,12889.23
38274-9,850.3100000000001,13739.54
38274-10,408.91,14148.45
38274-11,1062.56,15211.01
38274-12,1050.2,16261.210000000001
38274-13,1390.37,17651.58
38274-14,1038.98,18690.56
38274-15,1860.54,20551.1
38274-16,1484.18,22035.28
38274-17,1743.73,23779.010000000002
38274-18,1606.31,25385.32
38274-19,1902.66,27287.98
38274-20,1736.1200000000001,29024.1
38274-21,1008.19,30032.29
38274-22,2032.75,32065.04
38274-23,1476.55,33541.590000000004
38274-24,1549.58,35091.17
38274-25,1747.19,36838.36
38274-26,1670.77,38509.13
38274-27,1811.01,40320.14
38274-28,1844.58,42164.72
38274-29,1749.98,43914.7
38274-30,1074.82,44989.52
38281-1,1351.39,1351.39
38281-2,2202.58,3553.9700000000003
38281-3,3157.91,6711.88
38281-4,2393.37,9105.25
38281-5,3187.14,12292.39
38281-6,2170.38,14462.77
38281-7,1705.67,16168.44
38281-8,1684.3600000000001,17852.8
38281-9,1338.91,19191.71
38281-10,1901.69,21093.4
38281-11,1659.99,22753.39
38281-12,1860.41,24613.8
38281-13,3570.4700000000003,28184.27
38281-14,3054.62,31238.89
38281-15,2295.0,33533.89
38281-16,3070.9900000000002,36604.88
38281-17,3205.0,39809.88
38281-18,2222.91,42032.79
38281-19,522.16,42554.95
38325-1,3254.93,3254.93
38325-2,2589.67,5844.6
38325-3,2494.37,8338.97
38325-4,3522.7,11861.67
38325-5,3318.06,15179.73
38325-6,2941.43,18121.16
38325-7,3066.94,21188.1
38325-8,3283.53,24471.63
38325-9,2798.6,27270.23
38325-10,2777.84,30048.07
38325-11,2384.88,32432.95
38325-12,2797.0,35229.95
38325-13,2978.36,38208.31
38325-14,2814.81,41023.12
38325-15,3913.06,44936.18
38325-16,2363.09,47299.27
38325-17,2289.8,49589.07
38325-18,810.4300000000001,50399.5
38325-19,2941.02,53340.520000000004
38325-20,636.65,53977.17
38325-21,2888.71,56865.88
38325-22,1905.2,58771.08
38325-23,2506.79,61277.87
38325-24,2068.17,63346.04
38325-25,2858.53,66204.57
38325-26,3514.69,69719.26
38325-27,1838.94,71558.2
38325-28,4620.51,76178.71
38325-29,3296.88,79475.59
38364-1,1073.98,1073.98
38364-2,1040.04,2114.02
38364-3,1171.98,3286.0
38364-4,1073.58,4359.58
38364-5,1284.51,5644.09
38364-6,929.85,6573.94
38364-7,861.8299999999999,7435.7699999999995
38364-8,1856.8,9292.57
38364-9,838.1800000000001,10130.75
38364-10,829.73,10960.48
38364-11,994.1,11954.58
38364-12,970.02,12924.6
38364-13,1086.8,14011.4
38364-14,964.43,14975.83
38364-15,1008.67,15984.5
38364-16,1321.93,17306.43
38364-17,816.33,18122.76
38364-18,1747.6100000000001,19870.37
38364-19,1650.55,21520.92
38364-20,1105.56,22626.48
38876-1,3187.06,3187.06
38876-2,2570.35,5757.41
38876-3,1632.94,7390.35
38876-4,1896.5900000000001,9286.94
38876-5,2653.39,11940.33
38876-6,2382.35,14322.68
38876-7,1962.95,16285.63
38876-8,2838.07,19123.7
38876-9,1857.64,20981.34
38876-10,3217.1,24198.44
38876-11,2156.55,26354.989999999998
38876-12,1652.49,28007.48
38876-13,1546.78,29554.26
38876-14,2272.25,31826.51
38876-15,2248.98,34075.49
38876-16,2730.18,36805.67
38876-17,2763.75,39569.42
38876-18,2789.58,42359.0
38876-19,2760.95,45119.95
38876-20,3403.27,48523.22
38876-21,2904.8,51428.02
38876-22,3105.6,54533.62
38876-23,2266.42,56800.04
38876-24,1598.09,58398.13
38876-25,1798.6100000000001,60196.74
38876-26,1136.74,61333.479999999996
38876-27,1538.62,62872.1
38876-28,1230.18,64102.28
38876-29,1195.36,65297.64
39017-1,368.76,368.76
39017-2,815.5,1184.26
39017-3,805.58,1989.8400000000001
39017-4,759.1800000000001,2749.02
39017-5,472.07,3221.09
39017-6,588.85,3809.94
39017-7,694.4300000000001,4504.37
39017-8,1036.18,5540.55
39017-9,1243.43,6783.9800000000005
39017-10,831.99,7615.97
39017-11,691.72,8307.69
39017-12,660.27,8967.960000000001
39017-13,866.32,9834.28
39017-14,718.86,10553.14
39017-15,653.16,11206.300000000001
39038-1,3146.55,3146.55
39038-2,3308.11,6454.66
39038-3,2957.62,9412.28
39038-4,1800.02,11212.3
39038-5,2676.36,13888.66
39038-6,2842.95,16731.61
39038-7,3551.48,20283.09
39038-8,2583.38,22866.47
39038-9,2530.63,25397.1
39038-10,2609.54,28006.64
39038-11,2494.27,30500.91
39038-12,3256.96,33757.87
39038-13,2735.08,36492.95
39038-14,2693.79,39186.74
39038-15,2160.88,41347.62
39038-16,3169.11,44516.73
39038-17,2822.9900000000002,47339.72
39038-18,2776.46,50116.18
39038-19,2444.54,52560.72
39038-20,2991.7400000000002,55552.46
39038-21,3231.55,58784.01
39038-22,2204.75,60988.76
39038-23,3624.69,64613.450000000004
39038-24,2669.55,67283.0
39038-25,2734.94,70017.94
39038-26,3232.6,73250.54000000001
39038-27,2693.4700000000003,75944.01
39038-28,2951.83,78895.84
39038-29,3250.35,82146.19
39038-30,220.98,82367.17
39583-1,1874.88,1874.88
39583-2,1711.01,3585.8900000000003
39583-3,1424.81,5010.7
39583-4,2042.93,7053.63
39583-5,3334.6800000000003,10388.310000000001
39583-6,2722.43,13110.74
39583-7,2321.55,15432.29
39583-8,2103.14,17535.43
39583-9,1448.17,18983.6
39583-10,3037.26,22020.86
39583-11,3307.27,25328.13
39583-12,2107.7,27435.83
39583-13,2579.61,30015.440000000002
39583-14,2846.46,32861.9
39583-15,2723.34,35585.24
39583-16,3044.95,38630.19
39583-17,1251.89,39882.08
39583-18,1250.0900000000001,41132.17
39583-19,1338.54,42470.71
39583-20,1890.05,44360.76
39583-21,1376.09,45736.85
39583-22,896.3199999999999,46633.17
39583-23,806.22,47439.39
39583-24,1008.06,48447.45
39583-25,1513.64,49961.090000000004
39583-26,1672.38,51633.47
39583-27,977.1999999999999,52610.67
39583-28,1252.41,53863.08
39583-29,1410.09,55273.17
39583-30,1224.71,56497.88
39583-31,1176.77,57674.65
39583-32,1843.67,59518.32
39650-1,1582.43,1582.43
39650-2,2235.84,3818.2700000000004
39650-3,2821.01,6639.280000000001
39650-4,2468.69,9107.970000000001
39650-5,2563.92,11671.890000000001
39650-6,2087.59,13759.480000000001
39650-7,1186.64,14946.12
39650-8,1768.66,16714.780000000002
39650-9,2031.44,18746.22
39650-10,2507.96,21254.18
39650-11,2230.2,23484.38
39650-12,2015.21,25499.59
39650-13,3097.68,28597.27
39650-14,105.49000000000001,28702.760000000002
39650-15,1356.0,30058.760000000002
39650-16,1297.07,31355.83
39650-17,1184.83,32540.66
39650-18,1231.1000000000001,33771.76
39650-19,1742.08,35513.840000000004
39650-20,1956.34,37470.18
39650-21,2432.21,39902.39
39650-22,1208.42,41110.81
39650-23,1535.71,42646.520000000004
39650-24,1791.17,44437.69
39650-25,730.56,45168.25
39650-26,1603.82,46772.07
39653-1,3321.29,3321.29
39653-2,2739.71,6061.0
39653-3,2640.4,8701.4
39653-4,2526.64,11228.04
39653-5,3142.8,14370.84
39653-6,2416.71,16787.55
39653-7,2289.46,19077.010000000002
39653-8,2636.04,21713.05
39653-9,2608.19,24321.24
39653-10,3321.46,27642.7
39653-11,2809.4,30452.1
39653-12,3207.25,33659.35
39653-13,1873.45,35532.8
39653-14,3060.39,38593.19
39653-15,3265.19,41858.38
39653-16,2678.67,44537.05
39653-17,2159.19,46696.24
39653-18,3135.15,49831.39
39653-19,2817.19,52648.58
39653-20,3479.37,56127.95
39653-21,2842.96,58970.91
39653-22,3136.42,62107.33
39653-23,2634.4100000000003,64741.74
39653-24,2737.32,67479.06
39653-25,2667.69,70146.75
39653-26,2028.97,72175.72
39653-27,2345.91,74521.63
39653-28,2731.66,77253.29000000001
39653-29,2442.45,79695.74
39654-1,1245.75,1245.75
39654-2,1124.2,2369.95
39654-3,1400.27,3770.2200000000003
39654-4,1130.8700000000001,4901.09
39654-5,1109.39,6010.4800000000005
39654-6,1349.32,7359.8
39654-7,1253.96,8613.76
39654-8,1145.72,9759.48
39654-9,1435.58,11195.06
39654-10,1837.59,13032.65
39654-11,1157.75,14190.4
39654-12,1073.76,15264.16
39654-13,1057.72,16321.880000000001
39654-14,1300.0,17621.88
39654-15,1356.33,18978.21
39654-16,1012.65,19990.86
39654-17,856.78,20847.64
39654-18,814.14,21661.78
39654-19,762.62,22424.4
39654-20,559.39,22983.79
39654-21,781.09,23764.88
39654-22,867.34,24632.22
39654-23,643.13,25275.35
39654-24,502.3,25777.65
39654-25,625.27,26402.92
39654-26,534.66,26937.58
39654-27,556.69,27494.27
39654-28,951.12,28445.39
39654-29,991.39,29436.78
39654-30,852.21,30288.99
39654-31,670.56,30959.55
39654-32,759.58,31719.13
39656-1,1280.5,1280.5
39656-2,2030.91,3311.41
39656-3,324.49,3635.9
39656-4,75.9,3711.8
39656-5,933.73,4645.53
39656-6,257.2,4902.7300000000005
39656-7,232.01,5134.74
39656-8,172.23000000000002,5306.97
39656-9,566.93,5873.9
39656-10,289.32,6163.22
39656-11,964.24,7127.46
39656-12,548.13,7675.59
39656-13,577.47,8253.06
39656-14,1692.18,9945.24
39656-15,728.0500000000001,10673.29
39656-16,1411.01,12084.3
39656-17,1846.49,13930.79
39656-18,1845.45,15776.24
39656-19,1862.3700000000001,17638.61
39656-20,1300.95,18939.56
39656-21,2433.9,21373.46
39656-22,2444.25,23817.71
39656-23,2857.7400000000002,26675.45
39656-24,2333.8,29009.25
39664-1,2562.41,2562.41
39664-2,2588.94,5151.35
39664-3,1757.76,6909.11
39664-4,3250.19,10159.3
39664-5,2416.35,12575.65
39664-6,2652.75,15228.4
39664-7,2871.18,18099.58
39664-8,2573.12,20672.7
39664-9,2695.09,23367.79
39664-10,2376.76,25744.55
39664-11,2841.9700000000003,28586.52
39664-12,2655.25,31241.77
39664-13,2867.42,34109.19
39664-14,2142.95,36252.14
39664-15,2917.19,39169.33
39664-16,2104.82,41274.15
39664-17,2834.78,44108.93
39664-18,2264.97,46373.9
39664-19,2466.94,48840.840000000004
39664-20,1906.14,50746.98
39664-21,2999.73,53746.71
39664-22,1782.7,55529.41
39664-23,2120.62,57650.03
39664-24,1746.8600000000001,59396.89
39664-25,1634.3,61031.19
39664-26,1483.46,62514.65
39664-27,2094.26,64608.91
39664-28,2454.58,67063.49
39664-29,1490.47,68553.96
39664-30,1763.3700000000001,70317.33
39664-31,1759.52,72076.85
39664-32,1905.64,73982.49
39671-1,1489.78,1489.78
39671-2,1409.85,2899.63
39671-3,1021.19,3920.8199999999997
39671-4,1734.53,5655.35
39671-5,2110.72,7766.07
39671-6,2202.65,9968.72
39671-7,1185.34,11154.06
39671-8,1638.96,12793.02
39671-9,1301.6200000000001,14094.64
39671-10,1709.6299999999999,15804.27
39671-11,1997.6200000000001,17801.89
39671-12,619.4399999999999,18421.329999999998
39671-13,1413.81,19835.14
39671-14,1454.56,21289.7
39671-15,1215.02,22504.72
39671-16,1283.6200000000001,23788.34
39671-17,1173.74,24962.08
39671-18,1019.78,25981.86
39671-19,1264.98,27246.84
39671-20,1043.92,28290.76
39671-21,432.13,28722.89
39678-1,442.99,442.99
39678-2,9.46,452.45
39678-3,523.32,975.77
39678-4,317.64,1293.41
39678-5,471.41,1764.8200000000002
39678-6,517.27,2282.09
39678-7,648.86,2930.9500000000003
39678-8,642.96,3573.9100000000003
39678-9,592.01,4165.92
39678-10,249.95999999999998,4415.88
39678-11,440.78000000000003,4856.66
39678-12,529.78,5386.4400000000005
39678-13,536.08,5922.52
39680-1,2075.46,2075.46
39680-2,1781.19,3856.65
39680-3,1536.47,5393.12
39680-4,1759.34,7152.46
39680-5,2367.27,9519.73
39680-6,1719.38,11239.11
39680-7,1644.53,12883.64
39680-8,1586.92,14470.56
39680-9,1517.57,15988.130000000001
39680-10,2214.4900000000002,18202.62
39680-11,1685.42,19888.04
39680-12,1356.54,21244.58
39680-13,1954.13,23198.71
39680-14,1840.65,25039.36
39680-15,2037.8700000000001,27077.23
39680-16,1906.01,28983.24
39680-17,1677.72,30660.96
39680-18,1422.11,32083.07
39680-19,2114.81,34197.88
39680-20,2152.79,36350.67
39680-21,1900.29,38250.96
39680-22,1608.36,39859.32
39680-23,2846.25,42705.57
39680-24,2033.68,44739.25
39680-25,1909.02,46648.270000000004
39680-26,1556.5,48204.770000000004
39680-27,2433.4900000000002,50638.26
39680-28,2062.12,52700.380000000005
39680-29,2659.41,55359.79
39680-30,1799.03,57158.82
39680-31,1689.92,58848.74
39680-32,1470.51,60319.25
39702-1,1607.83,1607.83
39702-2,1316.06,2923.89
39702-3,1369.62,4293.51
39702-4,1172.53,5466.04
39702-5,1191.91,6657.95
39702-6,1248.93,7906.88
39702-7,1026.49,8933.369999999999
39702-8,1197.63,10131.0
39702-9,1330.58,11461.58
39702-10,1049.64,12511.22
39702-11,959.49,13470.71
39702-12,1311.6,14782.31
39702-13,1496.88,16279.19
39702-14,1727.27,18006.46
39702-15,1905.9,19912.36
39702-16,1508.08,21420.44
39702-17,1680.14,23100.58
39702-18,2130.13,25230.71
39702-19,1933.31,27164.02
39702-20,1470.56,28634.58
39702-21,1309.1,29943.68
39702-22,1247.6299999999999,31191.31
39702-23,1152.09,32343.4
39702-24,1184.55,33527.95
39702-25,523.22,34051.17
39702-26,614.6700000000001,34665.84
39702-27,766.52,35432.36
39702-28,2147.04,37579.4
39715-1,2525.7400000000002,2525.7400000000002
39715-2,2148.06,4673.8
39715-3,1741.6200000000001,6415.42
39715-4,657.58,7073.0
39715-5,1758.58,8831.58
39715-6,2079.44,10911.02
39715-7,1763.99,12675.01
39715-8,1802.81,14477.82
39715-9,2027.99,16505.81
39715-10,2200.0,18705.81
39715-11,2362.89,21068.7
39715-12,1852.02,22920.72
39715-13,1762.57,24683.29
39715-14,1814.3700000000001,26497.66
39715-15,1974.3,28471.96
39715-16,1876.46,30348.420000000002
39715-17,1838.17,32186.59
39715-18,2003.76,34190.35
39715-19,2629.9,36820.25
39715-20,2195.19,39015.44
39715-21,1679.95,40695.39
39715-22,2240.92,42936.31
39715-23,1846.5800000000002,44782.89
39731-1,199.3,199.3
39731-2,389.58,588.88
39731-3,159.19,748.0699999999999
39731-4,526.24,1274.31
39731-5,1980.0,3254.31
39731-6,1936.41,5190.72
39731-7,443.78000000000003,5634.5
39731-8,1784.8,7419.3
39731-9,2373.12,9792.42
39731-10,1738.83,11531.25
39731-11,1644.54,13175.79
39731-12,1557.92,14733.71
39748-1,2692.87,2692.87
39748-2,2453.21,5146.08
39748-3,2195.38,7341.46
39748-4,2234.32,9575.78
39748-5,1790.13,11365.91
39748-6,2534.94,13900.85
39748-7,2560.75,16461.6
39748-8,2737.45,19199.05
39748-9,2344.2400000000002,21543.29
39748-10,2292.83,23836.12
39748-11,1986.1200000000001,25822.24
39748-12,2474.58,28296.82
39748-13,2675.78,30972.600000000002
39748-14,3306.09,34278.69
39748-15,2865.8,37144.49
39748-16,1792.02,38936.51
39748-17,1716.51,40653.020000000004
39748-18,2367.38,43020.4
39748-19,2163.67,45184.07
39748-20,2116.47,47300.54
39748-21,2225.6,49526.14
39748-22,2087.91,51614.05
39748-23,2455.32,54069.37
39748-24,2395.67,56465.04
39748-25,2591.0,59056.04
39748-26,1958.67,61014.71
39748-27,3644.83,64659.54
39748-28,2943.76,67603.3
39748-29,2541.41,70144.71
39748-30,1839.17,71983.88
39771-1,1727.66,1727.66
39771-2,1649.8500000000001,3377.51
39771-3,1175.34,4552.85
39771-4,1769.89,6322.74
39771-5,2802.26,9125.0
39771-6,1879.99,11004.99
39771-7,1852.6200000000001,12857.61
39771-8,2099.36,14956.970000000001
39771-9,1194.49,16151.460000000001
39771-10,2218.45,18369.91
39771-11,1370.96,19740.870000000003
39771-12,1985.2,21726.07
39771-13,2188.34,23914.41
39771-14,1311.89,25226.3
39771-15,2539.91,27766.21
39771-16,2588.01,30354.22
39771-17,1392.5,31746.72
39771-18,1377.0,33123.72
39771-19,2388.26,35511.98
39771-20,2379.12,37891.1
39771-21,2160.75,40051.85
39771-22,1130.53,41182.380000000005
39771-23,1065.58,42247.96
39771-24,1035.02,43282.98
39771-25,1706.97,44989.950000000004
39771-26,2537.47,47527.42
39771-27,2805.43,50332.85
39771-28,1547.53,51880.38
39771-29,890.4200000000001,52770.8
39771-30,1000.59,53771.39
39786-1,3834.89,3834.89
39786-2,2406.57,6241.46
39786-3,2415.29,8656.75
39786-4,1102.44,9759.19
39786-5,3480.9900000000002,13240.18
39786-6,3843.82,17084.0
39786-7,2551.87,19635.87
39786-8,3135.0099999999998,22770.88
39786-9,1998.98,24769.86
39786-10,2608.71,27378.57
39786-11,3517.57,30896.14
39786-12,3607.88,34504.020000000004
39786-13,3029.39,37533.41
39786-14,2696.09,40229.5
39786-15,2597.85,42827.35
39786-16,2407.67,45235.020000000004
39786-17,3147.98,48383.0
39786-18,2721.71,51104.71
39786-19,2730.81,53835.520000000004
39786-20,3662.03,57497.55
39786-21,2979.92,60477.47
39786-22,3526.66,64004.13
39786-23,3362.36,67366.49
39786-24,3237.14,70603.63
39786-25,3209.48,73813.11
39786-26,3626.63,77439.74
39786-27,2822.21,80261.95
39786-28,2500.29,82762.24
39786-29,2745.59,85507.83
39786-30,3243.88,88751.71
39794-1,1017.83,1017.83
39794-2,1528.03,2545.86
39794-3,1351.1200000000001,3896.98
39794-4,488.56,4385.54
39794-5,315.78,4701.32
39794-6,1210.2,5911.52
39794-7,1829.89,7741.41
39794-8,1373.22,9114.630000000001
39794-9,488.65,9603.28
39794-10,194.19,9797.47
39794-11,773.69,10571.16
39794-12,1519.84,12091.0
39794-13,430.38,12521.38
39794-14,1766.67,14288.05
39794-15,898.74,15186.79
39794-16,1594.28,16781.07
39794-17,1671.07,18452.14
39794-18,1910.06,20362.2
39794-19,1754.6000000000001,22116.8
39794-20,2084.38,24201.18
39794-21,1845.09,26046.27
39794-22,1288.18,27334.45
39794-23,1689.74,29024.19
39794-24,1563.62,30587.81
39794-25,540.38,31128.19
39794-26,1373.79,32501.98
39794-27,1927.93,34429.91
39794-28,1860.16,36290.07
39794-29,1266.88,37556.95
39794-30,90.89999999999999,37647.85
39794-31,1764.66,39412.51
39809-1,2897.91,2897.91
39809-2,2987.34,5885.25
39809-3,3409.45,9294.7
39809-4,2986.32,12281.02
39809-5,2840.77,15121.79
39809-6,3976.52,19098.31
39809-7,2908.91,22007.22
39809-8,2663.86,24671.08
39809-9,2802.54,27473.62
39809-10,2439.48,29913.1
39809-11,2661.21,32574.31
39809-12,2478.0,35052.31
39809-13,3254.76,38307.07
39809-14,3020.59,41327.66
39809-15,2492.79,43820.45
39809-16,2587.68,46408.13
39809-17,2521.48,48929.61
39809-18,4023.67,52953.28
39809-19,3081.72,56035.0
39809-20,2777.93,58812.93
39809-21,2868.6,61681.53
39809-22,2960.85,64642.38
39809-23,2825.11,67467.49
39809-24,3025.85,70493.34
39809-25,2021.69,72515.03
39836-1,1594.82,1594.82
39836-2,607.66,2202.48
39836-3,16.41,2218.89
39836-4,29.73,2248.62
39836-5,146.52,2395.14
39836-6,107.21000000000001,2502.35
39836-7,1641.58,4143.93
39836-8,491.07,4635.0
39836-9,2471.77,7106.77
39836-10,858.72,7965.49
39836-11,1660.38,9625.87
39836-12,1494.93,11120.8
39836-13,1922.64,13043.44
39836-14,1189.59,14233.03
39836-15,2118.92,16351.95
39836-16,1733.1100000000001,18085.06
39836-17,1474.15,19559.21
39836-18,235.68,19794.89
39836-19,765.63,20560.52
39836-20,1404.26,21964.78
39836-21,1564.93,23529.71
39836-22,1498.75,25028.46
39836-23,1501.6200000000001,26530.08
39836-24,1162.76,27692.84
39836-25,1332.52,29025.36
39850-1,1612.16,1612.16
39850-2,1175.55,2787.71
39850-3,1478.51,4266.22
39850-4,1392.38,5658.6
39850-5,1122.49,6781.09
39850-6,1358.37,8139.46
39850-7,1345.63,9485.09
39850-8,1101.72,10586.81
39850-9,90.03,10676.84
39850-10,1407.24,12084.08
39850-11,912.14,12996.22
39850-12,596.47,13592.69
39850-13,1511.88,15104.57
39850-14,1605.87,16710.44
39850-15,1299.48,18009.92
39850-16,1828.97,19838.89
39850-17,1248.1,21086.99
39850-18,1438.38,22525.37
39850-19,1512.71,24038.08
39850-20,1172.3600000000001,25210.44
39850-21,1091.15,26301.59
39850-22,963.36,27264.95
39850-23,1680.1100000000001,28945.06
39850-24,1118.84,30063.9
39873-1,1045.63,1045.63
39873-2,955.29,2000.92
39873-3,926.6,2927.52
39873-4,1876.53,4804.05
39873-5,1238.41,6042.46
39873-6,1081.43,7123.89
39873-7,1324.13,8448.02
39873-8,1164.75,9612.77
39873-9,976.19,10588.960000000001
39873-10,1987.49,12576.45
39873-11,1272.1200000000001,13848.57
39873-12,2112.9,15961.470000000001
39873-13,1291.24,17252.71
